RANK,TIERS,PLAYER,TEAM,UPSIDE,BUST,SOS SEASON,ECR VS. ADP,AVG_DIFF,PCT_OVER,POSITION,POS_RANK,BYE_WEEK,ESPN,Sleeper,CBS,NFL,RTSports,Fantrax,ADP_AVG,ADP_REALTIME,PASS_ATT,PASS_CMP,PASS_YDS,PASS_TDS,PASS_INTS,RUSH_ATT,RUSH_YDS,RUSH_TDS,FL,FPTS,REC,REC_YDS,REC_TDS,K_FG,K_FGA,K_XPT,DST_SACK,DST_INT,DST_FR,DST_FF,DST_TD,DST_SAFETY,DST_PA,DST_YDS_AGN,2024_PASS_CMP,2024_PASS_ATT,2024_PASS_PCT,2024_PASS_YDS,2024_PASS_YA,2024_PASS_TD,2024_PASS_INT,2024_PASS_SACKS,2024_RUSH_ATT,2024_RUSH_YDS,2024_RUSH_TD,2024_FL,2024_G,2024_FPTS,2024_FPTS_PER_G,2024_ROST,2024_RUSH_YA,2024_RUSH_LG,2024_RUSH_20PLUS,2024_REC_TGT,2024_REC,2024_REC_YDS,2024_REC_YR,2024_REC_TD,2024_REC_LG,2024_REC_20PLUS,2024_K_FG,2024_K_FGA,2024_K_FG_PCT,2024_K_FG_LG,2024_K_FG_1_19,2024_K_FG_20_29,2024_K_FG_30_39,2024_K_FG_40_49,2024_K_FG_50PLUS,2024_K_XPT,2024_K_XPA,2024_DST_SACK,2024_DST_INT,2024_DST_FR,2024_DST_FF,2024_DST_DEF_TD,2024_DST_SFTY,2024_DST_SPC_TD
384,14,Tyquan Thornton,KC,2,4,2,-,-1.5,33% (2/6),WR,136,10,346,,,398,,481,408.3,,,,,,,0,0,0,0,24.9,8.1,116.5,0.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,8.7,2.2,3.40%,,,,8,4,47,11.8,0,17,0,,,,,,,,,,,,,,,,,,
385,14,Julius Chestnut,TEN,3,4,1,-,-1.4,0% (0/11),RB,107,10,,,,515,,442,478.5,,,,,,,36.7,144.3,0.8,0,28.8,10.2,74.4,0.3,,,,,,,,,,,,,,,,,,,,22,102,0,0,14,11.3,0.8,1.10%,4.6,12,0,3,2,11,5.5,0,,,,,,,,,,,,,,,,,,,,
386,14,Gus Edwards,FA,2,4,4,-,-1.5,36% (4/11),RB,108,,,,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,365,4,0,11,61.1,5.6,1.00%,3.6,43,1,5,3,6,2,0,,,,,,,,,,,,,,,,,,,,
387,14,JuJu Smith-Schuster,KC,3,5,2,-,-0.2,38% (5/13),WR,137,10,259,,,258,,409,308.7,,,,,,,0,0,0,0.1,63.2,24.7,273.3,1.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,53.1,3.8,3.30%,,,,26,18,231,12.8,2,50,3,,,,,,,,,,,,,,,,,,
388,14,Tommy Tremble,CAR,2,4,2,-,-0.1,54% (6/11),TE,51,14,397,,,503,,490,463.3,,,,,,,,,,0.4,27.9,19.3,184.6,1.7,,,,,,,,,,,,,,,,,,,,0,0,0,1,12,33.4,2.8,0.70%,,,,32,23,234,10.2,2,38,2,,,,,,,,,,,,,,,,,,
389,14,Dare Ogunbowale,HOU,2,5,3,-,-0.1,31% (5/16),RB,109,6,,,,485,,,485,,,,,,,4,31.1,0.1,0,8.3,5.3,39.9,0.2,,,,,,,,,,,,,,,,,,,,30,112,0,0,17,37,2.2,0.60%,3.7,35,1,28,19,198,10.4,1,,,,,,,,,,,,,,,,,,,,
390,14,Cincinnati Bengals,CIN,2,4,2,-70,-0.3,50% (8/16),DST,27,10,,,,,,,390,,,,,,,,,,,96.2,,,,,,,40.1,12.4,9.4,14.7,2.1,0,422.9,"6,155.60",,,,,,,,,,,,,17,104,6.1,4.60%,,,,,,,,,,,,,,,,,,,,,,36,15,10,12,2,1,1
391,14,Jalin Hyatt,NYG,2,5,3,-,-1.8,18% (3/16),WR,138,14,316,,,420,,433,389.7,,,,,,,0,0,0,0,33,12,159.5,0.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,14.2,0.9,1.00%,,,,19,8,62,7.8,0,19,0,,,,,,,,,,,,,,,,,,
392,14,George Holani,SEA,2,4,3,-,0.1,33% (1/3),RB,110,8,430,,,427,,,428.5,,,,,,,8.8,98,0.6,0,15.8,3,21.9,0,,,,,,,,,,,,,,,,,,,,3,10,0,0,3,0.9,0.3,0.10%,3.3,8,0,1,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,
393,14,Efton Chism III,NE,2,5,3,-97,-,-,WR,139,14,247,,,306,,454,335.7,,,,,,,0,0,0,0,12.8,4.9,56.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,14,Hassan Haskins,LAC,3,4,4,-,-0.4,14% (2/14),RB,111,12,,,,417,,,417,,,,,,,28.3,117.6,0.9,0.3,25.2,7.7,58.8,0.5,,,,,,,,,,,,,,,,,,,,34,89,2,1,15,29.8,2,2.80%,2.6,12,0,3,3,49,16.3,1,,,,,,,,,,,,,,,,,,,,
395,14,Craig Reynolds,DET,2,5,3,-,0.2,33% (4/12),RB,112,8,318,,,393,,462,391,,,,,,,8.5,38,0.1,0,12.2,6.8,54.3,0.4,,,,,,,,,,,,,,,,,,,,31,139,0,0,14,17.9,1.3,0.60%,4.5,19,0,5,3,40,13.3,0,,,,,,,,,,,,,,,,,,,,
396,14,Kyle Juszczyk,SF,3,4,3,-,0.2,43% (7/16),RB,113,14,,,,251,,,251,,,,,,,5.9,24.2,0.3,0.4,22.4,14.4,136.8,0.8,,,,,,,,,,,,,,,,,,,,5,26,1,1,17,38.6,2.3,0.80%,5.2,14,0,31,19,200,10.5,2,,,,,,,,,,,,,,,,,,,,
397,14,Foster Moreau,NO,2,4,3,-,1.5,56% (9/16),TE,52,11,,,,492,,508,500,,,,,,,,,,0,30.9,19.1,217.9,1.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,71.3,4.2,1.20%,,,,43,32,413,12.9,5,41,7,,,,,,,,,,,,,,,,,,
398,14,Tyrod Taylor,NYJ,3,4,4,-,1.8,20% (2/10),QB,42,9,,,,470,,479,474.5,,18.6,11.7,186.1,0.9,0.9,4.9,23,0,0.4,11.8,,,,,,,,,,,,,,,17,22,77.3,119,5.4,3,0,0,3,13,0,0,2,20,10,1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,14,Trey Sermon,PIT,2,4,2,-,-0.6,37% (6/16),RB,114,5,,,,505,,443,474,,,,,,,5,20.8,0.1,0,3.9,1.6,11.2,0.1,,,,,,,,,,,,,,,,,,,,56,159,2,0,15,37.8,2.5,1.00%,2.8,17,0,19,16,99,6.2,0,,,,,,,,,,,,,,,,,,,,
400,14,Luke Schoonmaker,DAL,3,4,3,-,0.3,31% (5/16),TE,53,10,305,,,381,,515,400.3,,,,,,,,,,0,20.1,14.9,132.2,1.2,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,30.1,1.8,0.60%,,,,36,27,241,8.9,1,24,3,,,,,,,,,,,,,,,,,,
401,14,Blake Grupe,NO,2,4,3,-,0.1,50% (8/16),K,26,11,239,,,237,,458,311.3,,,,,,,,,,,109.8,,,,26.5,31.1,30.1,,,,,,,,,,,,,,,,,,,,,17,131,7.7,1.30%,,,,,,,,,,,27,31,87.1,57,0,4,10,7,6,31,33,,,,,,,
402,14,Tyler Badie,DEN,3,4,3,-,0.7,33% (1/3),RB,115,12,362,,,506,,,434,,,,,,,0,10.5,0,0,1.4,0.5,3.5,0,,,,,,,,,,,,,,,,,,,,11,86,0,1,3,6.4,2.1,0.70%,7.8,43,1,3,3,-2,-0.7,0,,,,,,,,,,,,,,,,,,,,
403,14,Xavier Hutchinson,HOU,2,4,3,-,-1.5,20% (3/15),WR,140,6,463,,,520,,,491.5,,,,,,,0,0,0,0.1,37.6,14.5,172.1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,23.7,1.5,4.30%,,,,26,12,117,9.8,0,19,0,,,,,,,,,,,,,,,,,,
404,14,Cam Akers,MIN,3,4,3,-,0.6,43% (7/16),RB,116,6,431,,,449,,448,442.7,,,,,,,0,10.5,0,0,1.4,0.5,3,0,,,,,,,,,,,,,,,,,,,,104,444,2,1,16,79.2,5,0.70%,4.3,58,2,18,14,68,4.9,3,,,,,,,,,,,,,,,,,,,,
405,14,Donovan Edwards,WAS,2,4,4,-,-,-,RB,117,12,313,,,537,,495,448.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,14,Arian Smith,NYJ,2,4,4,-,-,-,WR,141,9,448,,,722,,507,559,,,,,,,0,5.5,0,0,34.3,13.4,161,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,14,Josh Oliver,MIN,2,4,4,-,1.2,50% (7/14),TE,54,6,291,,,327,,528,382,,,,,,,,,,0,27.1,17,179.5,1.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,43.8,2.9,0.70%,,,,28,22,258,11.7,3,28,5,,,,,,,,,,,,,,,,,,
408,14,Tank Dell,HOU,2,4,3,-,-2,28% (4/14),WR,142,6,252,,,268,,452,324,,,,,,,0,0,0,0,2.2,1,12,0,,,,,,,,,,,,,,,,,,,,9,43,0,0,14,140,10,1.90%,,,,81,51,667,13.1,3,50,9,,,,,,,,,,,,,,,,,,
409,14,Jacob Cowing,SF,2,5,3,-,-1.4,0% (0/9),WR,143,14,,,,550,,,550,,,,,,,0,8.5,0,0,0.9,0,0,0,,,,,,,,,,,,,,,,,,,,1,7,0,1,15,10.7,0.7,1.00%,,,,6,4,80,20,0,41,1,,,,,,,,,,,,,,,,,,
410,14,Kalif Raymond,DET,2,5,3,-,1.5,50% (6/12),WR,144,8,323,,,390,,527,413.3,,,,,,,0,4,0,0.6,38.8,14.5,182.3,1.1,,,,,,,,,,,,,,,,,,,,2,0,0,0,12,56.5,4.7,0.60%,,,,22,17,215,12.6,2,38,3,,,,,,,,,,,,,,,,,,
411,14,Matt Prater,BUF,2,5,4,-,1.3,75% (3/4),K,27,7,361,,,471,,,416,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,4,33,8.3,54.30%,,,,,,,,,,,6,6,100,57,0,1,1,3,1,10,10,,,,,,,
412,14,Graham Gano,NYG,2,5,3,-,-1.3,33% (3/9),K,28,14,230,,,250,,329,269.7,,,,,,,,,,,105.4,,,,24.6,29.1,31.5,,,,,,,,,,,,,,,,,,,,,11,50,4.5,1.10%,,,,,,,,,,,9,11,81.8,53,0,2,1,4,2,15,15,,,,,,,
413,14,Darnell Washington,PIT,2,4,5,-,0.1,37% (6/16),TE,55,5,274,,,286,,510,356.7,,,,,,,,,,0,16.5,12.2,122.9,0.7,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,26,1.5,1.10%,,,,25,19,200,10.5,1,29,3,,,,,,,,,,,,,,,,,,
414,14,Grant Calcaterra,PHI,2,4,4,-,0.3,50% (8/16),TE,56,9,286,,,330,,466,360.7,,,,,,,,,,0,18.7,12.3,135.8,0.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,35.8,2.1,0.60%,,,,30,24,298,12.4,1,34,6,,,,,,,,,,,,,,,,,,
415,14,Sterling Shepard,TB,2,4,4,-,-0.5,54% (6/11),WR,145,9,449,,,349,,,399,,,,,,,0.8,7,0,0,21.6,8.5,88.7,0.6,,,,,,,,,,,,,,,,,,,,8,69,0,0,14,80.3,5.7,7.10%,,,,51,32,334,10.4,1,30,4,,,,,,,,,,,,,,,,,,
416,15,Spencer Shrader,IND,2,5,2,-,-0.8,25% (1/4),K,29,11,,,218,297,,480,331.7,,,,,,,,,,,120.7,,,,27.5,32.7,38.2,,,,,,,,,,,,,,,,,,,,,4,26,6.5,2.00%,,,,,,,,,,,5,5,100,45,0,2,1,2,0,9,9,,,,,,,
417,15,New Orleans Saints,NO,3,5,4,-91,-0.3,43% (7/16),DST,28,11,,,,,,,417,,,,,,,,,,,92,,,,,,,39.1,13.3,7.6,10.2,1.8,0,396.9,"6,100.70",,,,,,,,,,,,,17,98,5.8,2.40%,,,,,,,,,,,,,,,,,,,,,,39,14,3,12,0,1,1
418,15,Elijah Higgins,ARI,2,5,3,-,0.6,56% (9/16),TE,57,8,303,,,343,,498,381.3,,,,,,,,,,0,17.4,11.4,110.4,1.1,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,29.2,1.7,0.60%,,,,24,20,172,8.6,2,23,1,,,,,,,,,,,,,,,,,,
419,15,Andy Borregales,NE,3,4,5,-,-,-,K,30,14,254,,,283,,313,283.3,,,,,,,,,,,107.3,,,,24.8,29.7,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,15,Eddy Pineiro,SF,2,4,2,-,-0.7,31% (5/16),K,31,14,312,,,486,,,399,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,17,107,6.3,68.80%,,,,,,,,,,,22,26,84.6,53,0,7,8,6,1,33,35,,,,,,,
421,15,Joe Milton III,DAL,3,4,3,-,-,-,QB,43,10,345,,,335,,429,369.7,,14.6,9.5,123.3,0.6,0.4,1.4,11.8,0,0,8.3,,,,,,,,,,,,,,,22,29,75.9,241,8.3,1,0,0,10,16,1,1,1,19.2,19.2,0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,15,Kenny Pickett,LV,2,4,2,-,1.1,25% (3/12),QB,44,8,347,,,380,,438,388.3,,13.8,9,123.2,0.6,0.3,1.4,8.5,0,0,7.9,,,,,,,,,,,,,,,25,42,59.5,291,6.9,2,1,4,9,15,1,0,5,26.1,5.2,1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,15,Jordan Watkins,SF,3,5,3,-,-,-,WR,146,14,,,,636,,499,567.5,,,,,,,0,2.5,0,0,8.6,3,42.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,15,Stone Smartt,NYJ,2,5,4,-,-0.1,25% (3/12),TE,58,9,,,,688,,,688,,,,,,,,,,0.3,13.6,8.9,96.3,0.8,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,18.8,2.1,1.00%,,,,19,16,208,13,0,31,4,,,,,,,,,,,,,,,,,,
425,15,Mitchell Evans,CAR,3,5,2,-,-,-,TE,59,14,266,,,557,,529,450.7,,,,,,,,,,0,8.2,6.3,59.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,15,Alec Ingold,MIA,2,54,3,-,0.4,42% (6/14),RB,118,12,,,,491,,,491,,,,,,,9,21.8,0.6,0.4,11.7,6.1,44.1,0.4,,,,,,,,,,,,,,,,,,,,10,17,1,1,15,15.3,1,0.60%,1.7,6,0,12,11,96,8.7,0,,,,,,,,,,,,,,,,,,,,
427,15,Las Vegas Raiders,LV,3,4,2,-106,-1.3,37% (6/16),DST,29,8,,,,,,,427,,,,,,,,,,,93.9,,,,,,,42.7,11.3,7.9,12.5,1.9,0.5,419.9,"5,786.00",,,,,,,,,,,,,17,71,4.2,4.90%,,,,,,,,,,,,,,,,,,,,,,38,10,3,6,1,0,0
428,15,Devontez Walker,BAL,2,44,4,-,-1.6,0% (0/2),WR,147,7,366,,,463,,488,439,,,,,,,0,1.7,0,0,16.5,5.2,71,0.7,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,9.1,1.3,0.60%,,,,3,1,21,21,1,21,1,,,,,,,,,,,,,,,,,,
429,15,Nick Folk,NYJ,3,5,4,-,0.6,35% (5/14),K,32,9,,,,309,,379,344,,,,,,,,,,,112.4,,,,26.3,29.4,33.4,,,,,,,,,,,,,,,,,,,,,14,108,7.7,5.50%,,,,,,,,,,,21,22,95.5,56,0,5,2,8,6,25,25,,,,,,,
430,15,Jacksonville Jaguars,JAC,2,5,3,-106,-1.6,31% (5/16),DST,30,8,,,,,,,430,,,,,,,,,,,92.1,,,,,,,39.2,11.7,8.4,12.2,2,0.5,415.1,"5,878.20",,,,,,,,,,,,,17,71,4.2,25.40%,,,,,,,,,,,,,,,,,,,,,,34,6,3,5,1,0,1
431,15,Jeremy Ruckert,NYJ,3,5,4,-,-0.4,31% (5/16),TE,60,9,468,,,513,,,490.5,,,,,,,,,,0,19.4,16.2,139.3,0.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,10.5,0.6,0.70%,,,,28,18,105,5.8,0,12,0,,,,,,,,,,,,,,,,,,
432,15,Jimmy Horn Jr.,CAR,2,5,4,-,-,-,WR,148,14,288,,,321,,,304.5,,,,,,,0,0,0,0,21.8,8.2,98.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,15,Jake Bobo,SEA,3,4,3,-,-0.9,25% (4/16),WR,149,8,289,,,344,,524,385.7,,,,,,,0,0,0,0.1,45.1,16.9,203.6,1.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,29.7,1.7,0.80%,,,,17,13,107,8.2,1,15,0,,,,,,,,,,,,,,,,,,
434,15,Clyde Edwards-Helaire,KC,2,4,4,-,-2,0% (0/1),RB,119,10,,,,448,,,448,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,13,46,0,0,2,7,3.5,0.60%,3.5,12,0,5,3,24,8,0,,,,,,,,,,,,,,,,,,,,
435,15,Jonathan Mingo,DAL,3,4,2,-,-2.7,6% (1/16),WR,150,10,491,,,516,,476,494.3,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,5,0,1,16,32.2,2,0.60%,,,,42,17,167,9.8,0,35,2,,,,,,,,,,,,,,,,,,
436,15,Jeff Wilson Jr.,MIA,2,5,3,-,-0.7,42% (3/7),RB,120,12,,,,586,,,586,,,,,,,0,6,0,0,1,0.5,3.5,0,,,,,,,,,,,,,,,,,,,,16,57,0,0,7,7.6,1.1,1.00%,3.6,14,0,3,3,19,6.3,0,,,,,,,,,,,,,,,,,,,,
437,15,Jonathon Brooks,CAR,2,5,2,-,-2.8,33% (1/3),RB,121,14,427,,,738,,,582.5,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,22,0,0,3,4.5,1.5,0.70%,2.4,9,0,3,3,23,7.7,0,,,,,,,,,,,,,,,,,,,,
438,15,Colby Parkinson,LAR,3,5,2,-,-1.5,25% (4/16),TE,61,8,492,,,415,,520,475.7,,,,,,,,,,0,15.8,10.6,106.9,0.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,35.4,2.1,1.00%,,,,49,30,294,9.8,1,23,2,,,,,,,,,,,,,,,,,,
439,15,Ja'Quinden Jackson,JAC,2,5,3,-,-,-,RB,122,8,,,,692,,,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,15,Dylan Laube,LV,3,5,3,-,-2.3,0% (0/5),RB,123,8,454,,,,,,454,,,,,,,4,29.4,0.1,0,4.7,2,14.5,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,6,-2,-0.3,0.60%,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
441,15,Russell Gage Jr.,SF,2,4,3,-,-,-,WR,151,14,,,,589,,,589,,,,,,,0,0,0,0,6,3,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,15,Sione Vaki,DET,3,4,3,-,-0.3,14% (1/7),RB,124,8,426,,,464,,,445,,,,,,,0,4.5,0,0,0.8,0.5,3.5,0,,,,,,,,,,,,,,,,,,,,6,14,0,0,12,5.1,0.4,1.10%,2.3,7,0,3,3,37,12.3,0,,,,,,,,,,,,,,,,,,,,
443,15,Theo Wease Jr.,MIA,2,4,3,-,-,-,WR,152,12,337,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,15,Antwane Wells Jr.,FA,2,5,4,-,-,-,WR,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,15,Rasheen Ali,BAL,2,5,2,-,-1.7,0% (0/2),RB,125,7,414,,,462,,,438,,,,,,,5.2,33.4,0.1,0,5.1,1.4,10.2,0.1,,,,,,,,,,,,,,,,,,,,10,31,0,0,5,3.1,0.6,0.60%,3.1,9,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,
447,15,Casey Washington,ATL,2,5,3,-,-0.4,0% (0/5),WR,154,5,,,,736,,,736,,,,,,,0,0,0,0,20.4,7.4,89.8,0.7,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2.4,1.2,0.10%,,,,2,1,14,14,0,14,0,,,,,,,,,,,,,,,,,,
448,15,Mason Rudolph,PIT,2,5,4,-,2.1,33% (4/12),QB,45,5,327,,,361,,453,380.3,,20.4,13.5,151.5,0.9,0.7,18.8,67.7,0.5,0,18.8,,,,,,,,,,,,,,,146,228,64,"1,530",6.7,9,9,11,25,106,1,1,8,104.8,13.1,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,15,KhaDarel Hodge,ATL,2,5,3,-,0.3,23% (3/13),WR,155,5,,,,593,,467,530,,,,,,,0,2,0,0.1,34.2,12.2,161.2,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,32.1,2,1.20%,,,,12,7,131,18.7,1,45,3,,,,,,,,,,,,,,,,,,
450,15,Malik Willis,GB,2,5,4,-,1.5,23% (3/13),QB,46,5,328,,,397,,460,395,,20,12.6,157.7,0.9,0.3,4.6,28.2,0.2,0,13.7,,,,,,,,,,,,,,,40,54,74.1,550,10.2,3,0,8,20,138,1,1,7,51.8,7.4,0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,15,Julian Hill,MIA,2,5,5,-,-0.1,40% (6/15),TE,62,12,294,,,424,,514,410.7,,,,,,,,,,0.4,21.2,17.2,153.9,1.1,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,10,0.6,0.60%,,,,19,12,100,8.3,0,17,0,,,,,,,,,,,,,,,,,,
452,15,Charles Scott,FA,2,5,4,-,-,-,RB,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,15,Nathan Carter,ATL,2,5,2,-,-,-,RB,127,5,465,,,,,,465,,,,,,,9.3,39.1,0.3,0.1,7.6,2.1,14.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,15,Tennessee Titans,TEN,2,5,2,-174,-1.8,37% (6/16),DST,31,10,,,,,,,,,,,,,,,,,,89.7,,,,,,,39.9,10.7,8.5,13.8,1.7,0.5,423.2,"5,713.40",,,,,,,,,,,,,17,72,4.2,1.00%,,,,,,,,,,,,,,,,,,,,,,32,11,6,10,0,2,0
455,15,Carolina Panthers,CAR,2,4,3,-,-2.6,31% (5/16),DST,32,14,,,,,,,,,,,,,,,,,,83.2,,,,,,,34.8,11.2,7.8,11.4,1.7,0,442.6,"6,300.80",,,,,,,,,,,,,17,41,2.4,41.50%,,,,,,,,,,,,,,,,,,,,,,32,9,8,8,0,0,0
456,15,Greg Dulcich,MIA,2,4,5,-,-2.3,0% (0/5),TE,63,12,,,,667,,,667,,,,,,,,,,0,1,1,9.5,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,2.8,0.3,3.00%,,,,12,5,28,5.6,0,9,0,,,,,,,,,,,,,,,,,,
457,15,Zach Wilson,MIA,2,4,3,-,-,-,QB,47,12,367,,,655,,492,504.7,,19.9,12.9,153.7,0.9,0.5,2.6,10.3,0,0,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,15,Hunter Luepke,DAL,2,4,3,-,-0.2,33% (5/15),RB,128,10,,,,422,,,422,,,,,,,4.2,14.3,0.1,0,4.9,3.9,26.6,0.1,,,,,,,,,,,,,,,,,,,,12,38,0,0,16,14.9,0.9,0.60%,3.2,10,0,16,12,111,9.3,0,,,,,,,,,,,,,,,,,,,,
459,15,Zonovan Knight,ARI,2,4,2,-,-,-,RB,129,8,,,,672,,,672,,,,,,,4.6,19.5,0.1,0,5.8,3.1,22.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,15,David Moore,CAR,2,4,4,-,0.6,37% (6/16),WR,156,14,,,,371,,501,436,,,,,,,0,0,0,0.1,49.1,18.7,229.8,1.3,,,,,,,,,,,,,,,,,,,,1,0,0,0,17,85.1,5,0.80%,,,,57,32,351,11,3,21,2,,,,,,,,,,,,,,,,,,
461,15,Skyy Moore,SF,2,4,3,-,-1.6,0% (0/5),WR,157,14,319,,,510,,422,417,,,,,,,0,0,0,0,14.3,5.4,66.1,0.4,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,0,1.90%,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
462,15,Robert Woods,FA,2,5,2,-,-0.5,42% (6/14),WR,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,14,38.3,2.7,1.20%,,,,30,20,203,10.2,0,32,2,,,,,,,,,,,,,,,,,,
463,15,Javon Baker,FA,2,5,2,-,-0.6,0% (0/8),WR,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,2.2,0.2,1.00%,,,,4,1,12,12,0,12,0,,,,,,,,,,,,,,,,,,
464,15,Michael Carter,ARI,2,5,2,-,5.3,100% (1/1),RB,130,8,,,,654,,449,551.5,,,,,,,0,21,0,0,3.2,1.5,11,0,,,,,,,,,,,,,,,,,,,,35,131,1,0,4,24.8,6.2,10.40%,3.7,13,0,11,11,57,5.2,0,,,,,,,,,,,,,,,,,,,,
465,15,Israel Abanikanda,FA,2,5,2,-,-2.2,0% (0/1),RB,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,15,Kene Nwangwu,NYJ,2,5,4,-,-1,0% (0/1),RB,132,9,,,,653,,,653,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,6,3,0.00%,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
467,15,Marcus Mariota,WAS,2,4,3,-,1.8,10% (1/10),QB,48,12,499,,,435,,440,458,,22.6,15.2,172.5,1.1,0.3,4.5,22.3,0,0,13.1,,,,,,,,,,,,,,,34,44,77.3,364,8.3,4,0,3,18,92,1,0,3,45.7,15.2,15.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,15,Aidan O'Connell,LV,2,5,2,-,-1.7,28% (2/7),QB,49,8,,,,461,,,461,,22.5,14.5,158.5,1,0.5,1,3,0,0,10.1,,,,,,,,,,,,,,,154,243,63.4,"1,612",6.6,8,4,10,21,30,1,2,9,97.7,10.9,1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,15,Luke Lachey,HOU,2,4,3,-,-,-,TE,64,6,412,,,,,,412,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
